"frequency","Slope of conduction_velocity","Lower","Upper","Significance"
43.1951413743654,-0.00532230287587594,-0.0309329945613004,0.0202883888095485,"Insignificant"
43.5178821504784,-0.00520220435045593,-0.0307912468902254,0.0203868381893135,"Insignificant"
43.8406229265914,-0.00508210582503591,-0.0306496503920927,0.0204854387420209,"Insignificant"
44.1633637027044,-0.0049620072996159,-0.0305082054485537,0.0205841908493219,"Insignificant"
44.4861044788173,-0.00484190877419589,-0.0303669124398411,0.0206830948914493,"Insignificant"
44.8088452549303,-0.00472181024877587,-0.0302257717447407,0.0207821512471889,"Insignificant"
45.1315860310433,-0.00460171172335586,-0.0300847837405629,0.0208813602938512,"Insignificant"
45.4543268071562,-0.00448161319793585,-0.0299439488031138,0.0209807224072421,"Insignificant"
45.7770675832692,-0.00436151467251583,-0.0298032673066666,0.0210802379616349,"Insignificant"
46.0998083593822,-0.00424141614709582,-0.0296627396239325,0.0211799073297408,"Insignificant"
46.4225491354952,-0.00412131762167581,-0.0295223661260322,0.0212797308826806,"Insignificant"
46.7452899116081,-0.0040012190962558,-0.0293821471824668,0.0213797089899553,"Insignificant"
47.0680306877211,-0.00388112057083578,-0.0292420831610888,0.0214798420194173,"Insignificant"
47.3907714638341,-0.00376102204541577,-0.0291021744280732,0.0215801303372416,"Insignificant"
47.7135122399471,-0.00364092351999576,-0.0289624213478882,0.0216805743078967,"Insignificant"
48.03625301606,-0.00352082499457574,-0.0288228242832665,0.021781174294115,"Insignificant"
48.358993792173,-0.00340072646915573,-0.0286833835951759,0.0218819306568645,"Insignificant"
48.681734568286,-0.00328062794373572,-0.0285440996427906,0.0219828437553191,"Insignificant"
49.004475344399,-0.0031605294183157,-0.0284049727834612,0.0220839139468298,"Insignificant"
49.3272161205119,-0.0030404308928957,-0.0282660033726865,0.0221851415868951,"Insignificant"
49.6499568966249,-0.00292033236747568,-0.0281271917640838,0.0222865270291325,"Insignificant"
49.9726976727379,-0.00280023384205567,-0.0279885383093598,0.0223880706252484,"Insignificant"
50.2954384488509,-0.00268013531663566,-0.0278500433582814,0.0224897727250101,"Insignificant"
50.6181792249638,-0.00256003679121564,-0.0277117072586466,0.0225916336762154,"Insignificant"
50.9409200010768,-0.00243993826579563,-0.0275735303562555,0.0226936538246643,"Insignificant"
51.2636607771898,-0.00231983974037562,-0.0274355129948808,0.0227958335141295,"Insignificant"
51.5864015533028,-0.0021997412149556,-0.0272976555162387,0.0228981730863275,"Insignificant"
51.9091423294157,-0.00207964268953559,-0.0271599582599603,0.0230006728808891,"Insignificant"
52.2318831055287,-0.00195954416411558,-0.0270224215635618,0.0231033332353306,"Insignificant"
52.5546238816417,-0.00183944563869556,-0.026885045762416,0.0232061544850248,"Insignificant"
52.8773646577547,-0.00171934711327555,-0.026747831189723,0.0233091369631719,"Insignificant"
53.2001054338676,-0.00159924858785554,-0.0266107781764816,0.0234122810007705,"Insignificant"
53.5228462099806,-0.00147915006243553,-0.0264738870514598,0.0235155869265887,"Insignificant"
53.8455869860936,-0.00135905153701551,-0.0263371581411664,0.0236190550671354,"Insignificant"
54.1683277622065,-0.0012389530115955,-0.0262005917698222,0.0237226857466312,"Insignificant"
54.4910685383195,-0.00111885448617549,-0.026064188259331,0.02382647928698,"Insignificant"
54.8138093144325,-0.000998755960755472,-0.0259279479292512,0.0239304360077402,"Insignificant"
55.1365500905455,-0.000878657435335464,-0.0257918710967669,0.024034556226096,"Insignificant"
55.4592908666584,-0.000758558909915448,-0.02565595807666,0.0241388402568291,"Insignificant"
55.7820316427714,-0.000638460384495436,-0.0255202091812809,0.02424328841229,"Insignificant"
56.1047724188844,-0.000518361859075424,-0.025384624720521,0.0243479010023702,"Insignificant"
56.4275131949974,-0.000398263333655408,-0.025249205001784,0.0244526783344732,"Insignificant"
56.7502539711103,-0.000278164808235396,-0.0251139503299579,0.0245576207134871,"Insignificant"
57.0729947472233,-0.000158066282815384,-0.024978861007387,0.0246627284417562,"Insignificant"
57.3957355233363,-3.7967757395372e-05,-0.0248439373338439,0.0247680018190532,"Insignificant"
57.7184762994493,8.21307680246401e-05,-0.024709179606502,0.0248734411425512,"Insignificant"
58.0412170755622,0.000202229293444656,-0.0245745881199072,0.0249790467067966,"Insignificant"
58.3639578516752,0.000322327818864668,-0.0244401631659514,0.0250848188036807,"Insignificant"
58.6866986277882,0.00044242634428468,-0.0243059050338438,0.0251907577224132,"Insignificant"
59.0094394039012,0.000562524869704695,-0.024171814010085,0.0252968637494944,"Insignificant"
59.3321801800141,0.000682623395124704,-0.0240378903784387,0.0254031371686881,"Insignificant"
59.6549209561271,0.00080272192054472,-0.0239041344199057,0.0255095782609951,"Insignificant"
59.9776617322401,0.000922820445964732,-0.0237705464126962,0.0256161873046257,"Insignificant"
60.3004025083531,0.00104291897138474,-0.0236371266322041,0.0257229645749736,"Insignificant"
60.623143284466,0.00116301749680476,-0.0235038753509798,0.0258299103445893,"Insignificant"
60.945884060579,0.00128311602222477,-0.0233707928387043,0.0259370248831538,"Insignificant"
61.268624836692,0.00140321454764478,-0.0232378793621628,0.0260443084574523,"Insignificant"
61.5913656128049,0.0015233130730648,-0.023105135185219,0.0261517613313486,"Insignificant"
61.9141063889179,0.00164341159848481,-0.0229725605687894,0.026259383765759,"Insignificant"
62.2368471650309,0.00176351012390482,-0.0228401557708175,0.0263671760186272,"Insignificant"
62.5595879411439,0.00188360864932484,-0.0227079210462488,0.0264751383448985,"Insignificant"
62.8823287172569,0.00200370717474485,-0.0225758566470052,0.0265832709964949,"Insignificant"
63.2050694933698,0.00212380570016486,-0.0224439628219606,0.0266915742222903,"Insignificant"
63.5278102694828,0.00224390422558487,-0.0223122398169157,0.0268000482680855,"Insignificant"
63.8505510455958,0.00236400275100489,-0.0221806878745742,0.026908693376584,"Insignificant"
64.1732918217087,0.0024841012764249,-0.0220493072345177,0.0270175097873675,"Insignificant"
64.4960325978217,0.00260419980184491,-0.0219180981331823,0.0271264977368721,"Insignificant"
64.8187733739347,0.00272429832726493,-0.0217870608038346,0.0272356574583645,"Insignificant"
65.1415141500477,0.00284439685268494,-0.0216561954765484,0.0273449891819182,"Insignificant"
65.4642549261606,0.00296449537810495,-0.0215255023781808,0.0274544931343907,"Insignificant"
65.7869957022736,0.00308459390352496,-0.0213949817323501,0.0275641695394,"Insignificant"
66.1097364783866,0.00320469242894498,-0.0212646337594122,0.0276740186173022,"Insignificant"
66.4324772544996,0.00332479095436499,-0.0211344586764386,0.0277840405851686,"Insignificant"
66.7552180306125,0.003444889479785,-0.021004456697194,0.027894235656764,"Insignificant"
67.0779588067255,0.00356498800520502,-0.0208746280321144,0.0280046040425245,"Insignificant"
67.4006995828385,0.00368508653062503,-0.0207449728882854,0.0281151459495354,"Insignificant"
67.7234403589515,0.00380518505604504,-0.0206154914694207,0.0282258615815108,"Insignificant"
68.0461811350644,0.00392528358146505,-0.0204861839758413,0.0283367511387715,"Insignificant"
68.3689219111774,0.00404538210688507,-0.0203570506044546,0.0284478148182248,"Insignificant"
68.6916626872904,0.00416548063230508,-0.0202280915487337,0.0285590528133439,"Insignificant"
69.0144034634034,0.00428557915772509,-0.0200993069986974,0.0286704653141476,"Insignificant"
69.3371442395163,0.0044056776831451,-0.0199706971408904,0.0287820525071806,"Insignificant"
69.6598850156293,0.00452577620856512,-0.0198422621583635,0.0288938145754938,"Insignificant"
69.9826257917423,0.00464587473398513,-0.0197140022306547,0.029005751698625,"Insignificant"
70.3053665678553,0.00476597325940514,-0.0195859175337699,0.0291178640525802,"Insignificant"
70.6281073439682,0.00488607178482516,-0.0194580082401646,0.0292301518098149,"Insignificant"
70.9508481200812,0.00500617031024517,-0.0193302745187256,0.0293426151392159,"Insignificant"
71.2735888961942,0.00512626883566518,-0.0192027165347529,0.0294552542060832,"Insignificant"
71.5963296723071,0.00524636736108519,-0.0190753344499425,0.0295680691721128,"Insignificant"
71.9190704484201,0.00536646588650521,-0.0189481284223687,0.0296810601953791,"Insignificant"
72.2418112245331,0.00548656441192522,-0.0188210986064678,0.0297942274303182,"Insignificant"
72.5645520006461,0.00560666293734524,-0.018694245153021,0.0299075710277115,"Insignificant"
72.8872927767591,0.00572676146276525,-0.0185675682091387,0.0300210911346692,"Insignificant"
73.210033552872,0.00584685998818526,-0.0184410679182445,0.030134787894615,"Insignificant"
73.532774328985,0.00596695851360527,-0.0183147444200597,0.0302486614472702,"Insignificant"
73.855515105098,0.00608705703902529,-0.0181885978505884,0.030362711928639,"Insignificant"
74.1782558812109,0.0062071555644453,-0.0180626283421029,0.0304769394709935,"Insignificant"
74.5009966573239,0.00632725408986531,-0.0179368360231292,0.0305913442028598,"Insignificant"
74.8237374334369,0.00644735261528533,-0.0178112210184331,0.0307059262490038,"Insignificant"
75.1464782095499,0.00656745114070533,-0.0176857834490068,0.0308206857304174,"Insignificant"
75.4692189856628,0.00668754966612535,-0.0175605234320556,0.0309356227643063,"Insignificant"
75.7919597617758,0.00680764819154537,-0.0174354410809853,0.0310507374640761,"Insignificant"
76.1147005378888,0.00692774671696537,-0.0173105365053899,0.0311660299393207,"Insignificant"
76.4374413140018,0.00704784524238539,-0.0171858098110393,0.0312815002958101,"Insignificant"
76.7601820901148,0.00716794376780541,-0.017061261099868,0.0313971486354788,"Insignificant"
77.0829228662277,0.00728804229322541,-0.0169368904699641,0.031512975056415,"Insignificant"
77.4056636423407,0.00740814081864543,-0.0168126980155582,0.0316289796528491,"Insignificant"
77.7284044184536,0.00752823934406543,-0.0166886838270133,0.0317451625151442,"Insignificant"
78.0511451945666,0.00764833786948545,-0.0165648479908147,0.0318615237297856,"Insignificant"
78.3738859706796,0.00776843639490547,-0.0164411905895609,0.0319780633793718,"Insignificant"
78.6966267467926,0.00788853492032547,-0.0163177117019539,0.0320947815426048,"Insignificant"
79.0193675229056,0.00800863344574549,-0.016194411402791,0.032211678294282,"Insignificant"
79.3421082990185,0.0081287319711655,-0.0160712897629565,0.0323287537052875,"Insignificant"
79.6648490751315,0.00824883049658551,-0.0159483468494136,0.0324460078425846,"Insignificant"
79.9875898512445,0.00836892902200553,-0.0158255827251973,0.0325634407692084,"Insignificant"
80.3103306273575,0.00848902754742554,-0.0157029974494075,0.0326810525442585,"Insignificant"
80.6330714034704,0.00860912607284555,-0.0155805910772018,0.0327988432228929,"Insignificant"
80.9558121795834,0.00872922459826556,-0.0154583636597905,0.0329168128563216,"Insignificant"
81.2785529556964,0.00884932312368558,-0.0153363152444297,0.0330349614918009,"Insignificant"
81.6012937318093,0.00896942164910559,-0.0152144458744172,0.0331532891726284,"Insignificant"
81.9240345079223,0.0090895201745256,-0.0150927555890869,0.0332717959381381,"Insignificant"
82.2467752840353,0.00920961869994562,-0.0149712444238048,0.033390481823696,"Insignificant"
82.5695160601483,0.00932971722536563,-0.0148499124099648,0.0335093468606961,"Insignificant"
82.8922568362612,0.00944981575078564,-0.0147287595749857,0.0336283910765569,"Insignificant"
83.2149976123742,0.00956991427620566,-0.0146077859423075,0.0337476144947189,"Insignificant"
83.5377383884872,0.00969001280162567,-0.0144869915313896,0.0338670171346409,"Insignificant"
83.8604791646002,0.00981011132704568,-0.0143663763577077,0.0339865990117991,"Insignificant"
84.1832199407132,0.0099302098524657,-0.0142459404327529,0.0341063601376843,"Insignificant"
84.5059607168261,0.0100503083778857,-0.01412568376403,0.0342263005198014,"Insignificant"
84.8287014929391,0.0101704069033057,-0.0140056063550566,0.0343464201616681,"Insignificant"
85.1514422690521,0.0102905054287257,-0.0138857082053631,0.0344667190628146,"Insignificant"
85.474183045165,0.0104106039541457,-0.0137659893104923,0.0345871972187838,"Insignificant"
85.796923821278,0.0105307024795658,-0.0136464496620003,0.0347078546211318,"Insignificant"
86.119664597391,0.0106508010049858,-0.0135270892474571,0.0348286912574286,"Insignificant"
86.442405373504,0.0107708995304058,-0.0134079080504481,0.0349497071112597,"Insignificant"
86.7651461496169,0.0108909980558258,-0.0132889060505762,0.0350709021622278,"Insignificant"
87.0878869257299,0.0110110965812458,-0.0131700832234635,0.0351922763859551,"Insignificant"
87.4106277018429,0.0111311951066658,-0.0130514395407545,0.0353138297540862,"Insignificant"
87.7333684779559,0.0112512936320858,-0.0129329749701192,0.0354355622342908,"Insignificant"
88.0561092540688,0.0113713921575058,-0.0128146894752562,0.0355574737902679,"Insignificant"
88.3788500301818,0.0114914906829259,-0.0126965830158976,0.0356795643817493,"Insignificant"
88.7015908062948,0.0116115892083459,-0.0125786555478124,0.0358018339645042,"Insignificant"
89.0243315824078,0.0117316877337659,-0.0124609070228125,0.0359242824903443,"Insignificant"
89.3470723585207,0.0118517862591859,-0.0123433373887572,0.0360469099071289,"Insignificant"
89.6698131346337,0.0119718847846059,-0.0122259465895592,0.0361697161587711,"Insignificant"
89.9925539107467,0.0120919833100259,-0.0121087345651913,0.0362927011852432,"Insignificant"
90.3152946868596,0.0122120818354459,-0.0119917012516922,0.0364158649225841,"Insignificant"
90.6380354629726,0.012332180360866,-0.0118748465811743,0.0365392073029062,"Insignificant"
90.9607762390856,0.012452278886286,-0.0117581704818306,0.0366627282544025,"Insignificant"
91.2835170151986,0.012572377411706,-0.0116416728779432,0.0367864277013551,"Insignificant"
91.6062577913116,0.012692475937126,-0.0115253536898912,0.0369103055641432,"Insignificant"
91.9289985674245,0.012812574462546,-0.0114092128341597,0.0370343617592517,"Insignificant"
92.2517393435375,0.012932672987966,-0.0112932502233488,0.0371585961992809,"Insignificant"
92.5744801196505,0.013052771513386,-0.0111774657661836,0.0372830087929556,"Insignificant"
92.8972208957635,0.013172870038806,-0.0110618593675235,0.0374075994451356,"Insignificant"
93.2199616718764,0.0132929685642261,-0.0109464309283734,0.0375323680568255,"Insignificant"
93.5427024479894,0.0134130670896461,-0.0108311803458942,0.0376573145251863,"Insignificant"
93.8654432241024,0.0135331656150661,-0.0107161075134138,0.0377824387435459,"Insignificant"
94.1881840002153,0.0136532641404861,-0.0106012123204392,0.0379077406014114,"Insignificant"
94.5109247763283,0.0137733626659061,-0.0104864946526684,0.0380332199844806,"Insignificant"
94.8336655524413,0.0138934611913261,-0.0103719543920027,0.038158876774655,"Insignificant"
95.1564063285543,0.0140135597167461,-0.0102575914165597,0.0382847108500519,"Insignificant"
95.4791471046672,0.0141336582421661,-0.0101434056006863,0.0384107220850186,"Insignificant"
95.8018878807802,0.0142537567675862,-0.0100293968149728,0.0385369103501451,"Insignificant"
96.1246286568932,0.0143738552930062,-0.00991556492626633,0.0386632755122787,"Insignificant"
96.4473694330062,0.0144939538184262,-0.00980190979768578,0.0387898174345381,"Insignificant"
96.7701102091191,0.0146140523438462,-0.00968843128863613,0.0389165359763285,"Insignificant"
97.0928509852321,0.0147341508692662,-0.00957512925482381,0.0390434309933562,"Insignificant"
97.4155917613451,0.0148542493946862,-0.00946200354827222,0.0391705023376447,"Insignificant"
97.738332537458,0.0149743479201062,-0.00934905401733748,0.0392977498575499,"Insignificant"
98.061073313571,0.0150944464455263,-0.00923628050672477,0.0394251733977773,"Insignificant"
98.383814089684,0.0152145449709463,-0.00912368285750498,0.0395527727993975,"Insignificant"
98.706554865797,0.0153346434963663,-0.00901126090713147,0.039680547899864,"Insignificant"
99.02929564191,0.0154547420217863,-0.00889901448945757,0.0398084985330302,"Insignificant"
99.3520364180229,0.0155748405472063,-0.00878694343475412,0.0399366245291667,"Insignificant"
99.6747771941359,0.0156949390726263,-0.00867504756972751,0.0400649257149801,"Insignificant"
99.9975179702489,0.0158150375980463,-0.00856332671753795,0.0401934019136306,"Insignificant"
100.320258746362,0.0159351361234663,-0.00845178069781819,0.0403220529447509,"Insignificant"
100.642999522475,0.0160552346488864,-0.00834040932669252,0.0404508786244652,"Insignificant"
100.965740298588,0.0161753331743064,-0.00822921241679601,0.0405798787654087,"Insignificant"
101.288481074701,0.0162954316997264,-0.00811818977729417,0.0407090531767469,"Insignificant"
101.611221850814,0.0164155302251464,-0.00800734121390299,0.0408384016641958,"Insignificant"
101.933962626927,0.0165356287505664,-0.00789666652890903,0.0409679240300418,"Insignificant"
102.25670340304,0.0166557272759864,-0.00778616552119011,0.0410976200731629,"Insignificant"
102.579444179153,0.0167758258014064,-0.00767583798623615,0.041227489589049,"Insignificant"
102.902184955266,0.0168959243268264,-0.0075656837161703,0.0413575323698232,"Insignificant"
103.224925731379,0.0170160228522465,-0.00745570249977035,0.0414877482042633,"Insignificant"
103.547666507492,0.0171361213776665,-0.00734589412249061,0.0416181368778235,"Insignificant"
103.870407283605,0.0172562199030865,-0.00723625836648374,0.0417486981726567,"Insignificant"
104.193148059718,0.0173763184285065,-0.00712679501062317,0.0418794318676362,"Insignificant"
104.515888835831,0.0174964169539265,-0.00701750383052559,0.0420103377383786,"Insignificant"
104.838629611943,0.0176165154793465,-0.00690838459857384,0.0421414155572669,"Insignificant"
105.161370388056,0.0177366140047665,-0.00679943708393991,0.042272665093473,"Insignificant"
105.484111164169,0.0178567125301865,-0.00669066105260833,0.0424040861129814,"Insignificant"
105.806851940282,0.0179768110556066,-0.00658205626739978,0.0425356783786129,"Insignificant"
106.129592716395,0.0180969095810266,-0.00647362248799486,0.042667441650048,"Insignificant"
106.452333492508,0.0182170081064466,-0.00636535947095817,0.0427993756838514,"Insignificant"
106.775074268621,0.0183371066318666,-0.00625726696976272,0.0429314802334959,"Insignificant"
107.097815044734,0.0184572051572866,-0.00614934473481427,0.0430637550493875,"Insignificant"
107.420555820847,0.0185773036827066,-0.00604159251347626,0.0431961998788895,"Insignificant"
107.74329659696,0.0186974022081266,-0.00593401005009467,0.0433288144663479,"Insignificant"
108.066037373073,0.0188175007335466,-0.00582659708602328,0.0434615985531166,"Insignificant"
108.388778149186,0.0189375992589667,-0.00571935335964898,0.0435945518775823,"Insignificant"
108.711518925299,0.0190576977843867,-0.00561227860641741,0.0437276741751908,"Insignificant"
109.034259701412,0.0191777963098067,-0.00550537255885874,0.0438609651784721,"Insignificant"
109.357000477525,0.0192978948352267,-0.00539863494661364,0.043994424617067,"Insignificant"
109.679741253638,0.0194179933606467,-0.0052920654964594,0.0441280522177528,"Insignificant"
110.002482029751,0.0195380918860667,-0.00518566393233634,0.0442618477044698,"Insignificant"
110.325222805864,0.0196581904114867,-0.00507942997537422,0.0443958107983477,"Insignificant"
110.647963581977,0.0197782889369068,-0.00497336334391902,0.0445299412177325,"Insignificant"
110.97070435809,0.0198983874623268,-0.00486746375355971,0.0446642386782132,"Insignificant"
111.293445134203,0.0200184859877468,-0.00476173091715527,0.0447987028926488,"Insignificant"
111.616185910316,0.0201385845131668,-0.00465616454486179,0.0449333335711954,"Insignificant"
111.938926686429,0.0202586830385868,-0.00455076434415984,0.0450681304213334,"Insignificant"
112.261667462542,0.0203787815640068,-0.00444553001988184,0.0452030931478955,"Insignificant"
112.584408238655,0.0204988800894268,-0.00434046127423964,0.0453382214530933,"Insignificant"
112.907149014768,0.0206189786148468,-0.0042355578068522,0.0454735150365459,"Insignificant"
113.229889790881,0.0207390771402669,-0.00413081931477345,0.0456089735953071,"Insignificant"
113.552630566994,0.0208591756656869,-0.00402624549252014,0.0457445968238939,"Insignificant"
113.875371343107,0.0209792741911069,-0.00392183603209997,0.0458803844143137,"Insignificant"
114.19811211922,0.0210993727165269,-0.0038175906230397,0.0460163360560935,"Insignificant"
114.520852895333,0.0212194712419469,-0.00371350895241341,0.0461524514363072,"Insignificant"
114.843593671446,0.0213395697673669,-0.00360959070487083,0.0462887302396047,"Insignificant"
115.166334447559,0.0214596682927869,-0.00350583556266583,0.0464251721482397,"Insignificant"
115.489075223672,0.0215797668182069,-0.00340224320568488,0.0465617768420988,"Insignificant"
115.811815999785,0.021699865343627,-0.00329881331147572,0.0466985439987296,"Insignificant"
116.134556775898,0.021819963869047,-0.00319554555527596,0.0468354732933699,"Insignificant"
116.457297552011,0.021940062394467,-0.00309243961004191,0.0469725643989759,"Insignificant"
116.780038328124,0.022060160919887,-0.00298949514647734,0.0471098169862513,"Insignificant"
117.102779104237,0.022180259445307,-0.00288671183306234,0.0472472307236764,"Insignificant"
117.425519880349,0.022300357970727,-0.0027840893360823,0.0473848052775364,"Insignificant"
117.748260656462,0.022420456496147,-0.00268162731965684,0.0475225403119509,"Insignificant"
118.071001432575,0.0225405550215671,-0.00257932544576879,0.0476604354889029,"Insignificant"
118.393742208688,0.0226606535469871,-0.00247718337429333,0.0477984904682674,"Insignificant"
118.716482984801,0.0227807520724071,-0.002375200763027,0.0479367049078411,"Insignificant"
119.039223760914,0.0229008505978271,-0.00227337726771685,0.048075078463371,"Insignificant"
119.361964537027,0.0230209491232471,-0.00217171254208955,0.0482136107885838,"Insignificant"
119.68470531314,0.0231410476486671,-0.00207020623788058,0.0483523015352148,"Insignificant"
120.007446089253,0.0232611461740871,-0.00196885800486336,0.0484911503530376,"Insignificant"
120.330186865366,0.0233812446995071,-0.00186766749087841,0.0486301568898927,"Insignificant"
120.652927641479,0.0235013432249272,-0.00176663434186261,0.0487693207917169,"Insignificant"
120.975668417592,0.0236214417503472,-0.00166575820187829,0.0489086417025726,"Insignificant"
121.298409193705,0.0237415402757672,-0.00156503871314238,0.0490481192646767,"Insignificant"
121.621149969818,0.0238616388011872,-0.00146447551605574,0.0491877531184301,"Insignificant"
121.943890745931,0.0239817373266072,-0.00136406824923205,0.0493275429024465,"Insignificant"
122.266631522044,0.0241018358520272,-0.00126381654952714,0.0494674882535816,"Insignificant"
122.589372298157,0.0242219343774472,-0.00116372005206798,0.0496075888069624,"Insignificant"
122.91211307427,0.0243420329028672,-0.0010637783902818,0.0497478441960163,"Insignificant"
123.234853850383,0.0244621314282872,-0.000963991195925096,0.0498882540524996,"Insignificant"
123.557594626496,0.0245822299537073,-0.000864358099112606,0.0500288180065271,"Insignificant"
123.880335402609,0.0247023284791273,-0.000764878728346345,0.0501695356866009,"Insignificant"
124.203076178722,0.0248224270045473,-0.000665552710544432,0.050310406719639,"Insignificant"
124.525816954835,0.0249425255299673,-0.000566379671069973,0.0504514307310046,"Insignificant"
124.848557730948,0.0250626240553873,-0.000467359233759887,0.0505926073445345,"Insignificant"
125.171298507061,0.0251827225808073,-0.000368491020953616,0.0507339361825683,"Insignificant"
125.494039283174,0.0253028211062273,-0.000269774653521803,0.0508754168659765,"Insignificant"
125.816780059287,0.0254229196316474,-0.000171209750894963,0.0510170490141897,"Insignificant"
126.1395208354,0.0255430181570674,-7.2795931091954e-05,0.0511588322452267,"Insignificant"
126.462261611513,0.0256631166824874,2.54671892515428e-05,0.0513007661757232,"Significant"
126.785002387626,0.0257832152079074,0.000123579994854604,0.0514428504209602,"Significant"
127.107743163739,0.0259033137333274,0.000221542871762757,0.0515850845948921,"Significant"
127.430483939852,0.0260234122587474,0.000319356207319807,0.051727468310175,"Significant"
127.753224715965,0.0261435107841674,0.000417020390139671,0.0518700011781952,"Significant"
128.075965492078,0.0262636093095874,0.000514535810078327,0.0520126828090966,"Significant"
128.398706268191,0.0263837078350075,0.000611902858205948,0.052155512811809,"Significant"
128.721447044304,0.0265038063604275,0.000709121926778966,0.052298490794076,"Significant"
129.044187820417,0.0266239048858475,0.000806193409212373,0.0524416163624826,"Significant"
129.36692859653,0.0267440034112675,0.000903117700052181,0.0525848891224828,"Significant"
129.689669372643,0.0268641019366875,0.000999895194947743,0.0527283086784273,"Significant"
130.012410148755,0.0269842004621075,0.00109652629062446,0.0528718746335906,"Significant"
130.335150924868,0.0271042989875275,0.00119301138485649,0.0530155865901986,"Significant"
130.657891700981,0.0272243975129475,0.00128935087643951,0.0531594441494556,"Significant"
130.980632477094,0.0273444960383676,0.00138554516516377,0.0533034469115714,"Significant"
131.303373253207,0.0274645945637876,0.00148159465178707,0.0534475944757881,"Significant"
131.62611402932,0.0275846930892076,0.00157749973800803,0.0535918864404071,"Significant"
131.948854805433,0.0277047916146276,0.00167326082643946,0.0537363224028157,"Significant"
132.271595581546,0.0278248901400476,0.00176887832058176,0.0538809019595135,"Significant"
132.594336357659,0.0279449886654676,0.00186435262479654,0.0540256247061387,"Significant"
132.917077133772,0.0280650871908876,0.00195968414428046,0.0541704902374948,"Significant"
133.239817909885,0.0281851857163077,0.00205487328503902,0.0543154981475763,"Significant"
133.562558685998,0.0283052842417277,0.00214992045386062,0.0544606480295947,"Significant"
133.885299462111,0.0284253827671477,0.00224482605829082,0.0546059394760045,"Significant"
134.208040238224,0.0285454812925677,0.00233959050660659,0.0547513720785288,"Significant"
134.530781014337,0.0286655798179877,0.00243421420779075,0.0548969454281846,"Significant"
134.85352179045,0.0287856783434077,0.00252869757150682,0.0550426591153086,"Significant"
135.176262566563,0.0289057768688277,0.00262304100807357,0.0551885127295819,"Significant"
135.499003342676,0.0290258753942477,0.0027172449284401,0.0553345058600554,"Significant"
135.821744118789,0.0291459739196678,0.00281130974416099,0.0554806380951745,"Significant"
136.144484894902,0.0292660724450878,0.00290523586737146,0.0556269090228041,"Significant"
136.467225671015,0.0293861709705078,0.00299902371076289,0.0557733182302527,"Significant"
136.789966447128,0.0295062694959278,0.00309267368755844,0.0559198653042971,"Significant"
137.112707223241,0.0296263680213478,0.00318618621148877,0.0560665498312069,"Significant"
137.435447999354,0.0297464665467678,0.00327956169676799,0.0562133713967676,"Significant"
137.758188775467,0.0298665650721878,0.00337280055806986,0.0563603295863058,"Significant"
138.08092955158,0.0299866635976078,0.00346590321050397,0.0565074239847117,"Significant"
138.403670327693,0.0301067621230279,0.00355887006959228,0.0566546541764634,"Significant"
138.726411103806,0.0302268606484479,0.0036517015512457,0.0568020197456501,"Significant"
139.049151879919,0.0303469591738679,0.00374439807174096,0.0569495202759948,"Significant"
139.371892656032,0.0304670576992879,0.00383696004769762,0.0570971553508782,"Significant"
139.694633432145,0.0305871562247079,0.00392938789605518,0.0572449245533606,"Significant"
140.017374208258,0.0307072547501279,0.00402168203405048,0.0573928274662053,"Significant"
140.340114984371,0.0308273532755479,0.00411384287919528,0.0575408636719006,"Significant"
140.662855760484,0.030947451800968,0.00420587084925391,0.057689032752682,"Significant"
140.985596536597,0.031067550326388,0.00429776636222122,0.0578373342905547,"Significant"
141.30833731271,0.031187648851808,0.00438952983630073,0.0579857678673152,"Significant"
141.631078088823,0.031307747377228,0.00448116168988284,0.0581343330645732,"Significant"
141.953818864935,0.031427845902648,0.0045726623415233,0.0582830294637727,"Significant"
142.276559641048,0.031547944428068,0.00466403220992197,0.058431856646214,"Significant"
142.599300417161,0.031668042953488,0.0047552717139016,0.0585808141930745,"Significant"
142.922041193274,0.031788141478908,0.00484638127238686,0.0587299016854292,"Significant"
143.244781969387,0.0319082400043281,0.00493736130438365,0.0588791187042725,"Significant"
143.5675227455,0.0320283385297481,0.00502821222895846,0.0590284648305377,"Significant"
143.890263521613,0.0321484370551681,0.00511893446521804,0.0591779396451181,"Significant"
144.213004297726,0.0322685355805881,0.00520952843228922,0.059327542728887,"Significant"
144.535745073839,0.0323886341060081,0.00529999454929887,0.0594772736627173,"Significant"
144.858485849952,0.0325087326314281,0.00539033323535416,0.0596271320275021,"Significant"
145.181226626065,0.0326288311568481,0.00548054490952294,0.0597771174041733,"Significant"
145.503967402178,0.0327489296822681,0.00557062999081436,0.0599272293737219,"Significant"
145.826708178291,0.0328690282076882,0.00566058889815966,0.0600774675172167,"Significant"
146.149448954404,0.0329891267331082,0.00575042205039309,0.0602278314158232,"Significant"
146.472189730517,0.0331092252585282,0.00584012986623322,0.0603783206508231,"Significant"
146.79493050663,0.0332293237839482,0.00592971276426426,0.0605289348036321,"Significant"
147.117671282743,0.0333494223093682,0.00601917116291762,0.0606796734558188,"Significant"
147.440412058856,0.0334695208347882,0.00610850548045371,0.0608305361891227,"Significant"
147.763152834969,0.0335896193602082,0.00619771613494396,0.0609815225854725,"Significant"
148.085893611082,0.0337097178856283,0.00628680354425298,0.0611326322270035,"Significant"
