,animal_id,unit_id,test_id,trial_id,sex,unit_type,conduction_velocity,time,exp_time,response_probability,log_probability
76,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,76.5,1.6731229853981137e+33,0.62,-0.4780358009429998
77,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,77.5,4.5480198079848415e+33,0.46,-0.7765287894989963
78,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,78.5,1.236279959951699e+34,0.5,-0.6931471805599453
79,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,79.5,3.36055735002478e+34,0.46,-0.7765287894989963
80,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,80.5,9.134941978066843e+34,0.44,-0.8209805520698302
81,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,81.5,2.4831346783006824e+35,0.5,-0.6931471805599453
82,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,82.5,6.749859873641241e+35,0.54,-0.616186139423817
83,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,83.5,1.8348021439163853e+36,0.58,-0.5447271754416722
84,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,84.5,4.9875093266256084e+36,0.54,-0.616186139423817
85,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,85.5,1.35574559718364e+37,0.72,-0.3285040669720361
86,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,86.5,3.685298620837645e+37,0.64,-0.4462871026284195
87,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,87.5,1.0017680273468151e+38,0.76,-0.2744368457017603
88,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,88.5,2.7230878250681117e+38,0.76,-0.2744368457017603
89,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,89.5,7.402120152180711e+38,0.86,-0.15082288973458366
90,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,90.5,2.012104870174333e+39,0.86,-0.15082288973458366
91,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,91.5,5.469468105548836e+39,0.86,-0.15082288973458366
92,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,92.5,1.486755576264972e+40,0.96,-0.040821994520255166
93,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,93.5,4.041420666321229e+40,0.96,-0.040821994520255166
94,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,94.5,1.0985720358419844e+41,0.9,-0.10536051565782628
95,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,95.5,2.9862284022825254e+41,0.86,-0.15082288973458366
