,animal_id,unit_id,test_id,trial_id,sex,unit_type,initial_conduction_velocity,initial_amplitude,initial_latency,recording_distance,test,test_frequency,test_amplitude,absolute_charge,latency_actual_mean,latency_normal_mean,cv_actual_mean,cv_normal_mean,amplitude_actual_mean,amplitude_normal_mean
46,hff11,hff11_1,frequency_electrical_50.0~-1.0_1.0,hff11_1_frequency_electrical_50.0~-1.0_1.0_0,F,FA,25.854068427202865,73.26767352271675,1.86,48.08856727459733,frequency,50.0,1.0,180.0,1.7983333333333333,-0.03315412186379929,26.740630551212604,0.03429101019462477,83.70531262744238,0.1424589945726804
47,hff15,hff15_1,frequency_electrical_50.0~-1.0_1.0,hff15_1_frequency_electrical_50.0~-1.0_1.0_1,M,,28.103205149979775,148.9202714573493,2.1125,59.36802087933227,frequency,50.0,1.0,120.0,2.123333333333333,0.00512820512820511,27.959821450234983,-0.005102040816326481,139.6852446227763,-0.06201322858330871
48,hff16,hff16_1,frequency_electrical_50.0~-1.0_1.0,hff16_1_frequency_electrical_50.0~-1.0_1.0_0,M,SA,28.430261549470504,815.9724887008271,2.5027777777777778,71.15462682242479,frequency,50.0,1.0,210.0,2.5607142857142864,0.023148882194387488,27.787023026888335,-0.022625135595847112,817.8664873119832,0.0023211549866977155
49,hff08,hff08_1,frequency_electrical_50.0~-1.0_1.0,hff08_1_frequency_electrical_50.0~-1.0_1.0_0,F,FA,31.187411911603604,53.47659635247318,1.6291666666666667,50.809491905987535,frequency,50.0,1.0,90.0,1.6796296296296294,0.030974708724069266,30.250414144689387,-0.0300441014332965,52.25407433778517,-0.022860879301856873
50,hff03,hff03_3,frequency_electrical_50.0~-1.0_1.0,hff03_3_frequency_electrical_50.0~-1.0_1.0_1,F,FA,32.67135269699128,165.17289178910184,1.5250000000000001,49.8238128629117,frequency,50.0,1.0,150.0,1.5491666666666666,0.015846994535519077,32.161686624795074,-0.01559978483055402,168.1432016243497,0.017983034643726192
51,hff19,hff19_5,frequency_electrical_100.0~-1.0_1.0,hff19_5_frequency_electrical_100.0~-1.0_1.0_0,M,Ad,14.40682945536253,189.14258398056097,4.025,57.98748855783419,frequency,100.0,1.0,120.0,4.099166666666667,0.01842650103519672,14.14616512896951,-0.018093108355356713,185.10532310886694,-0.02134506564692462
52,hff05,hff05_2,frequency_electrical_100.0~-1.0_1.0,hff05_2_frequency_electrical_100.0~-1.0_1.0_1,M,Ad,15.127191242303578,73.59375813850184,5.496875,83.15227936003748,frequency,100.0,1.0,180.0,5.624166666666667,0.023157096835323188,14.784817785160019,-0.02263298266409841,68.99679253754218,-0.062464069198752914
53,hff02,hff02_2,frequency_electrical_100.0~-1.0_1.0,hff02_2_frequency_electrical_100.0~-1.0_1.0_0,M,SA,15.836799519853214,269.0880298799405,3.254166666666667,51.535585104189,frequency,100.0,1.0,660.0,3.3050000000000006,0.015620998719590329,15.593217883264446,-0.015380736258194805,273.0225738958552,0.014621772724970894
54,hff05,hff05_1,frequency_electrical_100.0~-1.0_1.0,hff05_1_frequency_electrical_100.0~-1.0_1.0_1,M,,16.38792783763195,123.77709580375225,5.207142857142857,85.33428138309779,frequency,100.0,1.0,180.0,5.315909090909091,0.020887891258261737,16.052622406397187,-0.020460514261284035,130.7739306138064,0.056527702194173246
55,hff20,hff20_1,frequency_electrical_100.0~-1.0_1.0,hff20_1_frequency_electrical_100.0~-1.0_1.0_0,F,SA,17.951329875519964,183.73775451190517,2.8583333333333334,51.310884560861226,frequency,100.0,1.0,180.0,2.903333333333334,0.015743440233236372,17.673094567460808,-0.01549942594718745,185.0238780733973,0.00699977837929211
56,hff10,hff10_1,frequency_electrical_100.0~-1.0_1.0,hff10_1_frequency_electrical_100.0~-1.0_1.0_0,F,FA,17.98280010269721,89.72082023642793,4.8375,86.99179549679776,frequency,100.0,1.0,60.0,4.885000000000001,0.009819121447028456,17.807941759835774,-0.00972364380757429,88.96872251628152,-0.008382644275481632
57,hff13,hff13_2,frequency_electrical_100.0~-1.0_1.0,hff13_2_frequency_electrical_100.0~-1.0_1.0_0,F,FA,18.868919131922272,337.6921105023595,2.5458333333333334,48.03712329001878,frequency,100.0,1.0,120.0,2.568333333333333,0.00883797054009805,18.703617114867797,-0.008760545100583883,330.85576625205545,-0.02024431142360461
58,hff19,hff19_3,frequency_electrical_100.0~-1.0_1.0,hff19_3_frequency_electrical_100.0~-1.0_1.0_0,M,FA,19.745486271016695,553.9153403016173,4.661111111111111,92.03590545212782,frequency,100.0,1.0,600.0,4.74,0.016924910607866384,19.416857690322324,-0.016643225503985004,563.0930941377776,0.01656887464276191
59,hff11,hff11_2,frequency_electrical_100.0~-1.0_1.0,hff11_2_frequency_electrical_100.0~-1.0_1.0_0,F,FA,22.135128780021784,754.8698244039134,2.1725000000000003,48.08856727459733,frequency,100.0,1.0,360.0,2.2035714285714287,0.014302153542659735,21.823012701600085,-0.014100486223662778,683.0239329573778,-0.0951765312691748
60,hff02,hff02_1,frequency_electrical_100.0~-1.0_1.0,hff02_1_frequency_electrical_100.0~-1.0_1.0_0,M,FA,22.20494034099179,92.24261484244673,2.785714285714286,61.85661952133428,frequency,100.0,1.0,240.0,2.8000000000000007,0.005128205128205332,22.091649829047952,-0.005102040816326592,90.76418482646483,-0.016027624742719015
61,hff19,hff19_2,frequency_electrical_100.0~-1.0_1.0,hff19_2_frequency_electrical_100.0~-1.0_1.0_0,M,SA,23.202329105578443,354.017942312498,3.966666666666667,92.03590545212782,frequency,100.0,1.0,180.0,4.002500000000001,0.009033613445378341,22.994604735072528,-0.008952737872163552,357.59652937886716,0.010108490668561343
62,hff12,hff12_1,frequency_electrical_100.0~-1.0_1.0,hff12_1_frequency_electrical_100.0~-1.0_1.0_1,F,Ad,24.451816072112912,293.1048530396073,2.7964285714285717,68.3777570873729,frequency,100.0,1.0,120.0,2.810833333333334,0.00515112813963392,24.326507116764738,-0.0051247299987295936,282.2463935125124,-0.03704633142197611
63,hff11,hff11_1,frequency_electrical_100.0~-1.0_1.0,hff11_1_frequency_electrical_100.0~-1.0_1.0_0,F,FA,25.854068427202865,73.26767352271675,1.86,48.08856727459733,frequency,100.0,1.0,360.0,2.0425,0.0981182795698925,23.54397418584937,-0.08935128518971835,94.86038169206287,0.2947098922507929
64,hff15,hff15_1,frequency_electrical_100.0~-1.0_1.0,hff15_1_frequency_electrical_100.0~-1.0_1.0_1,M,,28.103205149979775,148.9202714573493,2.1125,59.36802087933227,frequency,100.0,1.0,240.0,2.125833333333333,0.0063116370808677935,27.926940437161402,-0.0062720501764013115,141.9351191334341,-0.04690531554608213
65,hff16,hff16_1,frequency_electrical_100.0~-1.0_1.0,hff16_1_frequency_electrical_100.0~-1.0_1.0_0,M,SA,28.430261549470504,815.9724887008271,2.5027777777777778,71.15462682242479,frequency,100.0,1.0,420.0,2.543333333333334,0.016204217536071264,27.97691749243438,-0.015945827872433593,773.8264862242692,-0.05165125425204198
66,hff08,hff08_1,frequency_electrical_100.0~-1.0_1.0,hff08_1_frequency_electrical_100.0~-1.0_1.0_0,F,FA,31.187411911603604,53.47659635247318,1.6291666666666667,50.809491905987535,frequency,100.0,1.0,180.0,1.6886363636363635,0.03650313880492906,30.089066539212002,-0.03521758636159711,56.73541050674301,0.06093907197814974
67,hff03,hff03_3,frequency_electrical_100.0~-1.0_1.0,hff03_3_frequency_electrical_100.0~-1.0_1.0_1,F,FA,32.67135269699128,165.17289178910184,1.5250000000000001,49.8238128629117,frequency,100.0,1.0,300.0,1.5474999999999999,0.014754098360655554,32.196324951800776,-0.014539579967689842,169.20426115742092,0.02440696729743319
68,hff19,hff19_5,frequency_electrical_150.0~-1.0_1.0,hff19_5_frequency_electrical_150.0~-1.0_1.0_0,M,Ad,14.40682945536253,189.14258398056097,4.025,57.98748855783419,frequency,150.0,1.0,180.0,4.128333333333333,0.02567287784679073,14.04622250088838,-0.025030278562777397,184.36330915432606,-0.02526810581548411
69,hff05,hff05_2,frequency_electrical_150.0~-1.0_1.0,hff05_2_frequency_electrical_150.0~-1.0_1.0_1,M,Ad,15.127191242303578,73.59375813850184,5.496875,83.15227936003748,frequency,150.0,1.0,270.0,5.6899999999999995,0.03513359863558829,14.613757356772846,-0.03394112478031619,75.66852861467517,0.028192207174264183
70,hff02,hff02_2,frequency_electrical_150.0~-1.0_1.0,hff02_2_frequency_electrical_150.0~-1.0_1.0_0,M,SA,15.836799519853214,269.0880298799405,3.254166666666667,51.535585104189,frequency,150.0,1.0,990.0000000000001,3.3116666666666665,0.017669654289372394,15.561827409417917,-0.01736285858077502,269.6238060989569,0.001991081577487508
71,hff05,hff05_1,frequency_electrical_150.0~-1.0_1.0,hff05_1_frequency_electrical_150.0~-1.0_1.0_1,M,,16.38792783763195,123.77709580375225,5.207142857142857,85.33428138309779,frequency,150.0,1.0,270.0,5.341176470588235,0.02574033728717806,15.976682637804654,-0.025094398993077305,122.4665378445808,-0.010588049030083257
72,hff20,hff20_1,frequency_electrical_150.0~-1.0_1.0,hff20_1_frequency_electrical_150.0~-1.0_1.0_0,F,SA,17.951329875519964,183.73775451190517,2.8583333333333334,51.310884560861226,frequency,150.0,1.0,270.0,2.90603448275862,0.016688448778525933,17.656667484603688,-0.01641451596954402,182.72762349334187,-0.005497678042526877
73,hff10,hff10_1,frequency_electrical_150.0~-1.0_1.0,hff10_1_frequency_electrical_150.0~-1.0_1.0_0,F,FA,17.98280010269721,89.72082023642793,4.8375,86.99179549679776,frequency,150.0,1.0,90.0,4.923913043478262,0.017863161442534636,17.667207915464445,-0.017549668874172197,97.60408577302601,0.08786439441619565
74,hff13,hff13_2,frequency_electrical_150.0~-1.0_1.0,hff13_2_frequency_electrical_150.0~-1.0_1.0_0,F,FA,18.868919131922272,337.6921105023595,2.5458333333333334,48.03712329001878,frequency,150.0,1.0,180.0,2.563333333333334,0.006873977086743199,18.740100113141263,-0.006827048114434575,328.07495370758187,-0.02847906864176042
75,hff19,hff19_3,frequency_electrical_150.0~-1.0_1.0,hff19_3_frequency_electrical_150.0~-1.0_1.0_0,M,FA,19.745486271016695,553.9153403016173,4.661111111111111,92.03590545212782,frequency,150.0,1.0,900.0,4.716666666666666,0.011918951132300126,19.512912816705548,-0.011778563015311994,540.4781305035466,-0.024258598418223865
76,hff11,hff11_2,frequency_electrical_150.0~-1.0_1.0,hff11_2_frequency_electrical_150.0~-1.0_1.0_0,F,FA,22.135128780021784,754.8698244039134,2.1725000000000003,48.08856727459733,frequency,150.0,1.0,540.0,2.180357142857143,0.0036166365280287938,22.05536255018387,-0.003603603603603567,672.2948763398033,-0.10938965288394698
77,hff02,hff02_1,frequency_electrical_150.0~-1.0_1.0,hff02_1_frequency_electrical_150.0~-1.0_1.0_0,M,FA,22.20494034099179,92.24261484244673,2.785714285714286,61.85661952133428,frequency,150.0,1.0,360.0,2.8361111111111112,0.018091168091167953,21.810365355220704,-0.017769693577724954,95.95295086224999,0.04022366480114026
78,hff19,hff19_2,frequency_electrical_150.0~-1.0_1.0,hff19_2_frequency_electrical_150.0~-1.0_1.0_0,M,SA,23.202329105578443,354.017942312498,3.966666666666667,92.03590545212782,frequency,150.0,1.0,270.0,3.9675000000000002,0.00021008403361344463,23.19745569051741,-0.00021003990758250435,349.5697145564174,-0.012564978280547368
79,hff12,hff12_1,frequency_electrical_150.0~-1.0_1.0,hff12_1_frequency_electrical_150.0~-1.0_1.0_1,F,Ad,24.451816072112912,293.1048530396073,2.7964285714285717,68.3777570873729,frequency,150.0,1.0,180.0,2.8166666666666673,0.007237122179651001,24.27612677658209,-0.007185122569738134,283.3242923150302,-0.03336881195636643
80,hff11,hff11_1,frequency_electrical_150.0~-1.0_1.0,hff11_1_frequency_electrical_150.0~-1.0_1.0_0,F,FA,25.854068427202865,73.26767352271675,1.86,48.08856727459733,frequency,150.0,1.0,540.0,1.9552083333333332,0.05118727598566286,24.595111658824422,-0.04869472562599886,95.76877281013151,0.3071081447732644
